Index,Protein_ID,NUM_TM,Category,pLDDT_mean_CA,pLDDT_mean_all
1747,Q02223,1,single-pass transmembrane,64.9482,65.226
1748,Q02297,1,single-pass transmembrane,57.0542,57.2554
1749,Q02413,1,single-pass transmembrane,61.5342,62.3768
1750,Q02487,1,single-pass transmembrane,76.0735,76.5628
1751,Q02643,7,GPCR transmembrane,75.8808,75.9253
1752,Q02742,1,single-pass transmembrane,93.2988,93.0873
1753,Q02763,1,single-pass transmembrane,84.1583,84.5797
1754,Q02846,2,medium transmembrane,81.8361,82.2045
1755,Q02928,1,single-pass transmembrane,91.136,91.3603
1756,Q03167,1,single-pass transmembrane,70.9491,71.536
1757,Q03395,4,medium transmembrane,86.5942,86.8854
1758,Q03431,7,GPCR transmembrane,70.9497,72.2698
1759,Q03518,10,large transmembrane,76.7037,77.3401
1760,Q03519,10,large transmembrane,82.7099,82.9954
1761,Q03721,6,medium transmembrane,67.4858,68.9282
1762,Q04609,1,single-pass transmembrane,93.9156,94.014
1763,Q04656,8,large transmembrane,73.4175,73.6076
1764,Q04671,13,large transmembrane,74.1587,74.242
1765,Q04721,1,single-pass transmembrane,59.642,59.7285
1766,Q04771,1,single-pass transmembrane,83.2037,83.7781
1767,Q04844,4,medium transmembrane,81.2176,81.7934
1768,Q04900,1,single-pass transmembrane,66.5403,67.1272
1769,Q04912,1,single-pass transmembrane,80.2162,80.278
1770,Q04941,4,medium transmembrane,77.3359,77.4147
1771,Q05586,3,medium transmembrane,82.6904,82.7957
1772,Q05901,4,medium transmembrane,83.1561,83.4593
1773,Q05940,12,large transmembrane,78.5913,78.185
1774,Q05996,1,single-pass transmembrane,71.19,72.0583
1775,Q06055,2,medium transmembrane,72.2413,71.6776
1776,Q06136,2,medium transmembrane,95.4138,95.4635
1777,Q06418,1,single-pass transmembrane,74.7318,75.2167
1778,Q06432,4,medium transmembrane,76.7628,76.092
1779,Q06481,1,single-pass transmembrane,68.3896,68.9555
1780,Q06495,10,large transmembrane,72.2978,72.5091
1781,Q06643,1,single-pass transmembrane,77.6727,78.3981
1782,Q07001,4,medium transmembrane,83.26,83.7684
1783,Q07011,1,single-pass transmembrane,81.9297,81.7623
1784,Q07065,1,single-pass transmembrane,74.1794,75.3822
1785,Q07075,1,single-pass transmembrane,93.5759,94.2538
1786,Q07108,1,single-pass transmembrane,82.2601,82.9613
1787,Q07326,6,medium transmembrane,92.8796,92.7438
1788,Q07444,1,single-pass transmembrane,68.4645,68.4763
1789,Q07699,1,single-pass transmembrane,87.2835,88.0732
1790,Q07817,1,single-pass transmembrane,72.7583,73.6361
1791,Q07820,1,single-pass transmembrane,63.5043,65.1676
1792,Q07837,1,single-pass transmembrane,87.3154,87.821
1793,Q08174,1,single-pass transmembrane,75.7694,75.822
1794,Q08334,1,single-pass transmembrane,81.9477,82.632
1795,Q08345,1,single-pass transmembrane,76.7018,77.766
1796,Q08357,12,large transmembrane,72.9195,72.9532
1797,Q08462,12,large transmembrane,79.2858,79.2051
1798,Q08477,1,single-pass transmembrane,91.6039,91.8275
1799,Q08554,1,single-pass transmembrane,75.547,76.0023
1800,Q08708,1,single-pass transmembrane,73.6721,73.787
1801,Q08722,5,medium transmembrane,86.399,86.5746
1802,Q08828,12,large transmembrane,77.5038,78.4271
1803,Q08AI6,10,large transmembrane,88.7192,88.6773
1804,Q08ET2,1,single-pass transmembrane,83.0874,83.5396
1805,Q09013,1,single-pass transmembrane,77.7266,78.9906
1806,Q09327,1,single-pass transmembrane,79.417,80.2051
1807,Q09328,1,single-pass transmembrane,83.6219,84.1456
1808,Q09428,17,large transmembrane,82.3321,82.6241
1809,Q09470,6,medium transmembrane,78.1004,78.6977
1810,Q0D2K0,9,large transmembrane,72.3906,72.639
1811,Q0GE19,10,large transmembrane,85.6518,85.6371
1812,Q0P670,2,medium transmembrane,50.8523,50.7212
1813,Q0P6D2,1,single-pass transmembrane,85.8088,86.561
1814,Q0P6H9,6,medium transmembrane,91.4895,91.721
1815,Q0VAQ4,1,single-pass transmembrane,71.2976,71.7739
1816,Q0VDE8,1,single-pass transmembrane,68.5476,68.8118
1817,Q0VDI3,6,medium transmembrane,89.6655,89.661
1818,Q10471,1,single-pass transmembrane,89.802,90.2639
1819,Q10472,1,single-pass transmembrane,91.6497,91.7276
1820,Q10589,1,single-pass transmembrane,85.5883,85.8778
1821,Q11128,1,single-pass transmembrane,87.4018,88.4127
1822,Q11130,1,single-pass transmembrane,92.4977,93.0727
1823,Q11206,1,single-pass transmembrane,89.4285,88.9631
1824,Q12767,10,large transmembrane,73.6167,73.938
1825,Q12770,8,large transmembrane,66.2175,66.7752
1826,Q12772,2,medium transmembrane,62.2607,63.153
1827,Q12791,7,GPCR transmembrane,76.0407,76.9807
1828,Q12797,1,single-pass transmembrane,71.192,71.7432
1829,Q12809,6,medium transmembrane,62.6535,63.8125
1830,Q12836,1,single-pass transmembrane,74.8762,75.1302
1831,Q12846,1,single-pass transmembrane,78.8033,79.1832
1832,Q12864,1,single-pass transmembrane,87.2045,87.4505
1833,Q12866,1,single-pass transmembrane,71.7069,72.2431
1834,Q12879,3,medium transmembrane,60.5586,60.4193
1835,Q12884,1,single-pass transmembrane,95.7857,95.8698
1836,Q12887,10,large transmembrane,76.8669,76.5291
1837,Q12893,6,medium transmembrane,78.5128,79.0323
1838,Q12907,1,single-pass transmembrane,84.203,84.5423
1839,Q12908,9,large transmembrane,84.6311,84.8076
1840,Q12912,3,medium transmembrane,58.1732,58.7189
1841,Q12913,1,single-pass transmembrane,77.7803,78.5715
1842,Q12918,1,single-pass transmembrane,81.3352,81.7469
1843,Q12981,1,single-pass transmembrane,83.1884,83.4802
1844,Q12983,2,medium transmembrane,59.7503,60.5919
1845,Q12999,4,medium transmembrane,89.4048,89.4071
1846,Q13002,3,medium transmembrane,83.1025,83.2326
1847,Q13003,3,medium transmembrane,82.1571,82.3805
1848,Q13018,1,single-pass transmembrane,78.8352,79.1745
1849,Q13021,4,medium transmembrane,89.8399,90.2189
1850,Q13061,2,medium transmembrane,47.1475,47.1847
1851,Q13113,1,single-pass transmembrane,65.0875,65.2075
1852,Q13145,1,single-pass transmembrane,64.6728,64.8538
1853,Q13183,13,large transmembrane,83.2889,83.4714
1854,Q13190,1,single-pass transmembrane,71.1117,72.0007
1855,Q13224,3,medium transmembrane,60.4531,60.4491
1856,Q13241,1,single-pass transmembrane,87.4008,87.7383
1857,Q13255,7,GPCR transmembrane,71.1796,71.6401
1858,Q13258,7,GPCR transmembrane,79.6608,79.3052
1859,Q13261,1,single-pass transmembrane,64.4248,65.3851
1860,Q13277,1,single-pass transmembrane,83.1839,83.3902
1861,Q13286,11,large transmembrane,80.8295,81.1701
1862,Q13291,1,single-pass transmembrane,73.9319,74.2422
1863,Q13304,7,GPCR transmembrane,80.9312,81.3331
1864,Q13308,1,single-pass transmembrane,82.7267,83.1847
1865,Q13323,2,medium transmembrane,62.6502,62.5429
1866,Q13324,7,GPCR transmembrane,79.1215,79.5729
1867,Q13326,1,single-pass transmembrane,80.4888,80.4338
1868,Q13332,1,single-pass transmembrane,81.7252,82.1796
1869,Q13336,11,large transmembrane,92.895,92.8711
1870,Q13349,1,single-pass transmembrane,85.2835,85.3188
1871,Q13370,6,medium transmembrane,63.0268,63.4127
1872,Q13410,1,single-pass transmembrane,84.1863,84.6259
1873,Q13423,14,large transmembrane,90.7549,90.6822
1874,Q13433,8,large transmembrane,61.3553,60.9394
1875,Q13443,1,single-pass transmembrane,76.0587,76.0672
1876,Q13444,1,single-pass transmembrane,73.564,73.7238
1877,Q13445,1,single-pass transmembrane,82.8765,83.4781
1878,Q13449,1,single-pass transmembrane,83.297,83.2733
1879,Q13454,4,medium transmembrane,84.446,84.4478
1880,Q13467,7,GPCR transmembrane,81.4891,82.5723
1881,Q13477,1,single-pass transmembrane,73.9504,74.2682
1882,Q13478,1,single-pass transmembrane,79.5907,79.9232
1883,Q13488,8,large transmembrane,83.5964,84.0684
1884,Q13491,4,medium transmembrane,82.2428,82.236
1885,Q13505,1,single-pass transmembrane,71.0505,71.8855
1886,Q13507,6,medium transmembrane,81.6072,81.6187
1887,Q13508,1,single-pass transmembrane,73.3546,73.9143
1888,Q13520,6,medium transmembrane,87.6185,88.26
1889,Q13530,10,large transmembrane,75.3017,76.5507
1890,Q13563,6,medium transmembrane,69.7713,71.0492
1891,Q13571,4,medium transmembrane,68.9222,69.275
1892,Q13585,7,GPCR transmembrane,65.4407,66.5773
1893,Q13586,1,single-pass transmembrane,67.7719,68.7966
1894,Q13591,1,single-pass transmembrane,77.9386,78.26
1895,Q13606,7,GPCR transmembrane,88.0789,88.0058
1896,Q13607,7,GPCR transmembrane,87.8073,87.753
1897,Q13621,12,large transmembrane,78.2143,78.469
1898,Q13634,1,single-pass transmembrane,77.0849,77.0309
1899,Q13635,12,large transmembrane,73.9147,74.4084
1900,Q13639,7,GPCR transmembrane,80.3611,81.0807
1901,Q13641,1,single-pass transmembrane,81.9595,82.8232
1902,Q13651,1,single-pass transmembrane,61.7642,62.8173
1903,Q13683,1,single-pass transmembrane,79.5511,79.4752
1904,Q13698,24,large transmembrane,71.5464,72.1514
1905,Q13705,1,single-pass transmembrane,82.4107,83.3076
1906,Q13724,1,single-pass transmembrane,91.7816,92.3168
1907,Q13733,10,large transmembrane,87.4817,87.5301
1908,Q13740,1,single-pass transmembrane,86.1267,86.3028
1909,Q13797,1,single-pass transmembrane,85.1353,85.0077
1910,Q13873,1,single-pass transmembrane,57.7655,58.4678
1911,Q13936,24,large transmembrane,61.5956,62.4091
1912,Q14003,6,medium transmembrane,64.3101,66.2162
1913,Q14028,6,medium transmembrane,57.7915,58.9999
1914,Q14108,2,medium transmembrane,92.6304,92.895
1915,Q14114,1,single-pass transmembrane,72.8634,73.6218
1916,Q14118,1,single-pass transmembrane,68.4585,68.7288
1917,Q14126,1,single-pass transmembrane,65.0805,65.8334
1918,Q14162,1,single-pass transmembrane,64.9247,64.8197
1919,Q14165,1,single-pass transmembrane,80.5377,81.2755
1920,Q14210,1,single-pass transmembrane,79.2325,79.7368
1921,Q14242,1,single-pass transmembrane,50.7167,51.0855
1922,Q14246,7,GPCR transmembrane,76.8117,76.8576
1923,Q14330,7,GPCR transmembrane,85.513,85.7
1924,Q14332,7,GPCR transmembrane,83.5321,84.4378
1925,Q14392,1,single-pass transmembrane,85.984,86.3974
1926,Q14409,1,single-pass transmembrane,91.9005,92.2404
1927,Q14410,1,single-pass transmembrane,91.8086,92.1515
1928,Q14416,7,GPCR transmembrane,85.8034,86.3317
1929,Q14432,6,medium transmembrane,60.6224,61.4864
1930,Q14435,1,single-pass transmembrane,89.6738,89.7237
1931,Q14439,7,GPCR transmembrane,65.7333,66.0614
1932,Q14442,2,medium transmembrane,87.0478,87.2631
1933,Q14500,2,medium transmembrane,80.8095,81.2105
1934,Q14507,1,single-pass transmembrane,91.6135,91.9845
1935,Q14524,24,large transmembrane,67.334,68.1351
1936,Q14542,11,large transmembrane,84.0931,84.3992
1937,Q14573,2,medium transmembrane,73.8905,74.5639
1938,Q14574,1,single-pass transmembrane,74.4677,74.8126
1939,Q14626,1,single-pass transmembrane,81.5718,82.0385
1940,Q14627,1,single-pass transmembrane,86.1306,86.7128
1941,Q14654,2,medium transmembrane,84.6132,84.5652
1942,Q14656,8,large transmembrane,92.0511,92.0611
1943,Q14703,1,single-pass transmembrane,80.1936,80.0586
1944,Q14714,4,medium transmembrane,74.0644,74.4343
1945,Q14721,6,medium transmembrane,62.1634,63.1433
1946,Q14728,12,large transmembrane,91.9108,92.0065
1947,Q14739,10,large transmembrane,77.1622,77.4102
1948,Q14761,2,medium transmembrane,57.8726,58.3461
1949,Q14773,1,single-pass transmembrane,83.3587,84.0022
1950,Q14802,1,single-pass transmembrane,68.4202,68.4094
1951,Q14831,7,GPCR transmembrane,84.5897,84.6772
1952,Q14832,7,GPCR transmembrane,85.3052,85.4619
1953,Q14833,7,GPCR transmembrane,83.4845,83.5405
1954,Q14849,4,medium transmembrane,81.4929,82.1906
1955,Q14916,12,large transmembrane,87.3381,87.1185
1956,Q14940,13,large transmembrane,62.9267,63.0812
1957,Q14943,1,single-pass transmembrane,81.1539,81.3507
1958,Q14952,1,single-pass transmembrane,80.4377,80.5897
1959,Q14953,1,single-pass transmembrane,79.5384,79.8285
1960,Q14954,1,single-pass transmembrane,80.7203,80.9982
1961,Q14956,1,single-pass transmembrane,77.3468,77.6924
1962,Q14957,4,medium transmembrane,67.38,67.9724
1963,Q14973,9,large transmembrane,83.5663,83.7835
1964,Q14BN4,1,single-pass transmembrane,76.9037,77.4441
1965,Q14C87,1,single-pass transmembrane,70.2334,70.3287
1966,Q14CN2,1,single-pass transmembrane,89.3927,89.5618
1967,Q14CX5,12,large transmembrane,81.9209,82.7323
1968,Q14CZ8,1,single-pass transmembrane,72.6165,72.6463
1969,Q14D33,1,single-pass transmembrane,48.9176,50.041
1970,Q14DG7,1,single-pass transmembrane,69.9328,69.8011
1971,Q15005,2,medium transmembrane,64.3837,65.5843
1972,Q15012,4,medium transmembrane,73.0709,73.0923
1973,Q15035,8,large transmembrane,85.5108,85.7066
1974,Q15041,4,medium transmembrane,84.833,84.853
1975,Q15043,8,large transmembrane,72.7732,72.8001
1976,Q15049,8,large transmembrane,70.9616,70.5213
1977,Q15053,2,medium transmembrane,68.8809,68.4458
1978,Q15070,5,medium transmembrane,71.8353,72.819
1979,Q15077,7,GPCR transmembrane,86.0664,85.8977
1980,Q15109,1,single-pass transmembrane,82.587,83.5047
1981,Q15116,1,single-pass transmembrane,73.7892,74.1842
1982,Q15125,5,medium transmembrane,95.6582,95.9067
1983,Q15155,1,single-pass transmembrane,80.1199,80.5179
1984,Q15166,1,single-pass transmembrane,96.2362,96.264
1985,Q15223,1,single-pass transmembrane,75.7552,75.943
1986,Q15256,1,single-pass transmembrane,72.6035,72.9594
1987,Q15262,1,single-pass transmembrane,83.0144,83.4065
1988,Q15303,1,single-pass transmembrane,73.0383,73.0916
1989,Q15363,1,single-pass transmembrane,86.8499,86.9829
1990,Q15375,1,single-pass transmembrane,82.8259,82.9931
1991,Q15388,1,single-pass transmembrane,75.6106,75.6916
1992,Q15391,7,GPCR transmembrane,86.9572,87.2853
1993,Q15392,2,medium transmembrane,92.2903,92.2382
1994,Q15399,1,single-pass transmembrane,87.2842,87.0996
1995,Q15526,2,medium transmembrane,81.1441,82.2834
1996,Q15546,7,GPCR transmembrane,92.04,91.7403
1997,Q15612,7,GPCR transmembrane,88.4258,88.1314
1998,Q15615,7,GPCR transmembrane,89.0733,89.0153
1999,Q15617,7,GPCR transmembrane,90.8448,90.9387
2000,Q15619,7,GPCR transmembrane,87.4715,87.408
2001,Q15620,7,GPCR transmembrane,89.6972,89.8449
2002,Q15622,7,GPCR transmembrane,85.2458,85.3783
2003,Q15629,9,large transmembrane,83.5871,84.3789
2004,Q15722,7,GPCR transmembrane,82.0168,82.5312
2005,Q15738,1,single-pass transmembrane,89.0032,89.0669
2006,Q15743,7,GPCR transmembrane,80.1095,80.8753
2007,Q15758,9,large transmembrane,79.0228,79.5914
2008,Q15760,7,GPCR transmembrane,74.7348,74.7701
2009,Q15761,7,GPCR transmembrane,75.557,75.581
2010,Q15762,1,single-pass transmembrane,82.3249,82.3096
2011,Q15768,1,single-pass transmembrane,68.2989,69.7434
2012,Q15800,5,medium transmembrane,93.6603,93.9862
2013,Q15822,4,medium transmembrane,77.1274,77.9526
2014,Q15825,4,medium transmembrane,79.4599,80.0306
2015,Q15836,1,single-pass transmembrane,91.3872,92.1759
2016,Q15842,2,medium transmembrane,83.6566,83.5685
2017,Q15849,20,large transmembrane,82.3552,81.9448
2018,Q15858,24,large transmembrane,68.7856,69.2428
2019,Q15878,24,large transmembrane,59.6033,60.2259
2020,Q15884,1,single-pass transmembrane,60.3592,60.2893
2021,Q15904,1,single-pass transmembrane,78.8187,79.6063
2022,Q16099,3,medium transmembrane,78.6218,78.7805
2023,Q16280,6,medium transmembrane,77.4862,78.1641
2024,Q16281,6,medium transmembrane,74.4454,75.295
2025,Q16288,1,single-pass transmembrane,76.5306,77.0683
2026,Q16322,6,medium transmembrane,76.455,77.1607
2027,Q16348,12,large transmembrane,83.5068,83.5614
2028,Q16394,1,single-pass transmembrane,85.083,84.9787
2029,Q16445,4,medium transmembrane,82.2815,82.922
2030,Q16478,3,medium transmembrane,77.8129,78.4257
2031,Q16517,2,medium transmembrane,67.1304,67.486
2032,Q16538,7,GPCR transmembrane,63.6077,64.1357
2033,Q16553,1,single-pass transmembrane,77.2221,77.6314
2034,Q16558,2,medium transmembrane,81.9538,81.902
2035,Q16563,4,medium transmembrane,82.8436,83.1512
2036,Q16570,7,GPCR transmembrane,77.8135,77.7007
2037,Q16572,12,large transmembrane,76.5797,76.2259
2038,Q16581,7,GPCR transmembrane,68.8234,68.6654
2039,Q16585,1,single-pass transmembrane,77.4747,77.7139
2040,Q16586,1,single-pass transmembrane,80.15,80.3078
2041,Q16602,7,GPCR transmembrane,78.4867,78.9362
2042,Q16611,1,single-pass transmembrane,81.0573,81.544
2043,Q16617,4,medium transmembrane,86.5128,86.5026
2044,Q16620,1,single-pass transmembrane,77.3109,77.869
2045,Q16623,1,single-pass transmembrane,84.7676,85.0
2046,Q16625,4,medium transmembrane,65.2517,65.4762
2047,Q16647,1,single-pass transmembrane,94.4395,94.5614
2048,Q16653,2,medium transmembrane,84.9268,84.8097
2049,Q16655,1,single-pass transmembrane,63.902,63.3682
2050,Q16671,1,single-pass transmembrane,77.7947,78.5143
2051,Q16678,1,single-pass transmembrane,92.1765,92.2863
2052,Q16706,2,medium transmembrane,90.1358,90.4982
2053,Q16720,11,large transmembrane,74.4644,74.7007
2054,Q16739,3,medium transmembrane,93.1827,93.2958
2055,Q16790,1,single-pass transmembrane,76.4245,76.9838
2056,Q16799,4,medium transmembrane,48.2041,48.9703
2057,Q16819,1,single-pass transmembrane,84.3566,84.6865
2058,Q16820,1,single-pass transmembrane,89.6288,89.8414
2059,Q16821,2,medium transmembrane,44.7657,45.3235
2060,Q16827,1,single-pass transmembrane,77.0645,77.2521
2061,Q16832,1,single-pass transmembrane,76.3711,77.1312
2062,Q16842,1,single-pass transmembrane,85.8901,86.1903
2063,Q16849,1,single-pass transmembrane,65.9276,67.0435
2064,Q16850,1,single-pass transmembrane,90.9201,91.4688
2065,Q16853,1,single-pass transmembrane,94.8559,95.1778
2066,Q16873,4,medium transmembrane,97.1558,97.0533
2067,Q16880,1,single-pass transmembrane,90.4264,90.2993
2068,Q17R55,1,single-pass transmembrane,86.1866,86.5345
2069,Q17RQ9,2,medium transmembrane,70.5609,71.4773
2070,Q17RY6,1,single-pass transmembrane,73.1092,73.2758
2071,Q19T08,1,single-pass transmembrane,56.5424,57.1234
2072,Q1EHB4,13,large transmembrane,84.8106,84.7738
2073,Q1HG43,5,medium transmembrane,82.5213,82.5942
2074,Q1HG44,5,medium transmembrane,83.2113,83.4443
2075,Q24JP5,1,single-pass transmembrane,72.9306,73.6433
2076,Q24JQ0,10,large transmembrane,94.3102,94.3108
2077,Q2HXU8,1,single-pass transmembrane,86.8734,87.2042
2078,Q2I0M4,1,single-pass transmembrane,82.2447,82.4466
2079,Q2KHT4,4,medium transmembrane,70.5725,70.7129
2080,Q2M2E3,4,medium transmembrane,54.9384,55.2987
2081,Q2M2H8,1,single-pass transmembrane,74.6452,76.4763
2082,Q2M385,1,single-pass transmembrane,82.853,83.3372
2083,Q2M3C6,4,medium transmembrane,53.8923,54.6213
2084,Q2M3G0,12,large transmembrane,84.6775,84.7383
2085,Q2M3M2,14,large transmembrane,82.5136,83.1617
2086,Q2M3R5,10,large transmembrane,80.0524,80.6865
2087,Q2M3T9,2,medium transmembrane,90.5681,91.037
2088,Q2PZI1,13,large transmembrane,88.4283,88.4742
2089,Q2QL34,5,medium transmembrane,84.7576,85.0751
2090,Q2T9K0,7,GPCR transmembrane,58.8757,58.9309
2091,Q2TAA5,1,single-pass transmembrane,91.097,91.2164
